torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,fouls_local,corners_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,fouls_visitante,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante
Clausura 2010,13,2,Gimnasia (LP),Independiente,2,1,,,,,,,,,,,,,,
Clausura 2010,13,3,Chacarita,Lanus,1,2,,,,,,,,,,,,,,
Clausura 2010,13,4,Racing Club,Godoy Cruz,0,0,,,,,,,,,,,,,,
Clausura 2010,13,5,River Plate,Newells,0,1,,,,,,,,,,,,,,
Clausura 2010,13,6,Tigre,Atl Tucuman,3,1,,,,,,,,,,,,,,
Clausura 2010,13,7,Banfield,San Lorenzo,2,0,,,,,,,,,,,,,,
Clausura 2010,13,8,Velez,Estudiantes (LP),0,1,,,,,,,,,,,,,,
Clausura 2010,13,9,Colon,Boca Juniors,3,0,,,,,,,,,,,,,,
Clausura 2010,13,10,Arsenal,Huracan,0,1,,,,,,,,,,,,,,
Clausura 2010,14,1,Newells,Chacarita,3,0,,,,,,,,,,,,,,
Clausura 2010,14,2,Godoy Cruz,Tigre,6,2,,,,,,,,,,,,,,
Clausura 2010,14,3,Velez,Banfield,0,0,,,,,,,,,,,,,,
Clausura 2010,14,4,Argentinos,Colon,3,1,,,,,,,,,,,,,,
Clausura 2010,14,5,Independiente,San Lorenzo,0,1,,,,,,,,,,,,,,
Clausura 2010,14,6,Atl Tucuman,River Plate,0,0,,,,,,,,,,,,,,
Clausura 2010,14,7,Boca Juniors,Arsenal,4,0,,,,,,,,,,,,,,
Clausura 2010,14,8,Estudiantes (LP),Racing Club,4,0,,,,,,,,,,,,,,
Clausura 2010,14,9,Huracan,Gimnasia (LP),3,1,,,,,,,,,,,,,,
Clausura 2010,14,10,Lanus,Rosario Central,0,0,,,,,,,,,,,,,,
Clausura 2010,15,1,Tigre,Estudiantes (LP),1,2,,,,,,,,,,,,,,
Clausura 2010,15,2,Colon,Lanus,1,1,,,,,,,,,,,,,,
Clausura 2010,15,3,San Lorenzo,Huracan,3,0,,,,,,,,,,,,,,
Clausura 2010,15,4,Chacarita,Atl Tucuman,1,2,,,,,,,,,,,,,,
Clausura 2010,15,5,Banfield,Independiente,1,3,,,,,,,,,,,,,,
Clausura 2010,15,6,Rosario Central,Newells,1,1,,,,,,,,,,,,,,
Clausura 2010,15,7,Gimnasia (LP),Boca Juniors,1,0,,,,,,,,,,,,,,
Clausura 2010,15,8,River Plate,Godoy Cruz,2,1,,,,,,,,,,,,,,
Clausura 2010,15,9,Arsenal,Argentinos,2,2,,,,,,,,,,,,,,
Clausura 2010,15,10,Racing Club,Velez,3,1,,,,,,,,,,,,,,
Clausura 2010,16,1,Atl Tucuman,Rosario Central,2,2,,,,,,,,,,,,,,
Clausura 2010,16,2,Huracan,Independiente,0,0,,,,,,,,,,,,,,
Clausura 2010,16,3,Godoy Cruz,Chacarita,1,0,,,,,,,,,,,,,,
Clausura 2010,16,4,Estudiantes (LP),River Plate,1,0,,,,,,,,,,,,,,
Clausura 2010,16,5,Boca Juniors,San Lorenzo,2,0,,,,,,,,,,,,,,
Clausura 2010,16,6,Velez,Tigre,1,0,,,,,,,,,,,,,,
Clausura 2010,16,7,Racing Club,Banfield,2,0,,,,,,,,,,,,,,
Clausura 2010,16,8,Lanus,Arsenal,4,1,,,,,,,,,,,,,,
Clausura 2010,16,9,Newells,Colon,5,0,,,,,,,,,,,,,,
Clausura 2010,16,10,Argentinos,Gimnasia (LP),3,1,,,,,,,,,,,,,,
Clausura 2010,17,1,Chacarita,Estudiantes (LP),1,2,,,,,,,,,,,,,,
Clausura 2010,17,2,Rosario Central,Godoy Cruz,1,0,,,,,,,,,,,,,,
Clausura 2010,17,3,Banfield,Huracan,1,0,,,,,,,,,,,,,,
Clausura 2010,17,4,Tigre,Racing Club,1,2,,,,,,,,,,,,,,
Clausura 2010,17,5,San Lorenzo,Argentinos,1,2,,,,,,,,,,,,,,
Clausura 2010,17,6,Colon,Atl Tucuman,0,0,,,,,,,,,,,,,,
Clausura 2010,17,7,Independiente,Boca Juniors,2,3,,,,,,,,,,,,,,
Clausura 2010,17,8,River Plate,Velez,2,1,,,,,,,,,,,,,,
Clausura 2010,17,9,Arsenal,Newells,0,2,,,,,,,,,,,,,,
Clausura 2010,17,10,Gimnasia (LP),Lanus,0,0,,,,,,,,,,,,,,
Clausura 2010,18,1,Estudiantes (LP),Rosario Central,0,0,,,,,,,,,,,,,,
Clausura 2010,18,2,Boca Juniors,Huracan,1,2,,,,,,,,,,,,,,
Clausura 2010,18,3,Godoy Cruz,Colon,3,0,,,,,,,,,,,,,,
Clausura 2010,18,4,Argentinos,Independiente,4,3,,,,,,,,,,,,,,
Clausura 2010,18,5,Lanus,San Lorenzo,3,2,,,,,,,,,,,,,,
Clausura 2010,18,6,Newells,Gimnasia (LP),6,0,,,,,,,,,,,,,,
Clausura 2010,18,7,Tigre,Banfield,1,2,,,,,,,,,,,,,,
Clausura 2010,18,8,Velez,Chacarita,4,1,,,,,,,,,,,,,,
Clausura 2010,18,9,Atl Tucuman,Arsenal,1,1,,,,,,,,,,,,,,
Clausura 2010,18,10,Racing Club,River Plate,0,3,,,,,,,,,,,,,,
Clausura 2010,19,1,Colon,Estudiantes (LP),1,4,,,,,,,,,,,,,,
Clausura 2010,19,2,Huracan,Argentinos,1,2,,,,,,,,,,,,,,
Clausura 2010,19,3,Independiente,Lanus,1,0,,,,,,,,,,,,,,
Clausura 2010,19,4,Banfield,Boca Juniors,3,0,,,,,,,,,,,,,,
Clausura 2010,19,5,San Lorenzo,Newells,2,1,,,,,,,,,,,,,,
Clausura 2010,19,6,Chacarita,Racing Club,1,2,,,,,,,,,,,,,,
Clausura 2010,19,7,River Plate,Tigre,1,5,,,,,,,,,,,,,,
Clausura 2010,19,8,Rosario Central,Velez,0,0,,,,,,,,,,,,,,
Clausura 2010,19,9,Gimnasia (LP),Atl Tucuman,3,3,,,,,,,,,,,,,,
Clausura 2010,19,10,Arsenal,Godoy Cruz,1,2,,,,,,,,,,,,,,
Apertura 2010,1,1,Godoy Cruz,Boca Juniors,1,1,,,,,,,,,,,,,,
Apertura 2010,1,2,Racing Club,All Boys,1,0,,,,,,,,,,,,,,
Apertura 2010,1,3,Argentinos,Huracan,1,2,,,,,,,,,,,,,,
Apertura 2010,1,4,River Plate,Tigre,1,0,,,,,,,,,,,,,,
Apertura 2010,1,5,Velez,Independiente,1,0,,,,,,,,,,,,,,
Apertura 2010,1,6,Arsenal,Lanus,1,2,,,,,,,,,,,,,,
Apertura 2010,1,7,Newells,Estudiantes (LP),0,1,,,,,,,,,,,,,,
Apertura 2010,1,8,Quilmes,Colon,1,1,,,,,,,,,,,,,,
Apertura 2010,1,9,Banfield,Olimpo,2,1,,,,,,,,,,,,,,
Apertura 2010,1,10,Gimnasia (LP),San Lorenzo,0,0,,,,,,,,,,,,,,
Apertura 2010,2,1,Huracan,River Plate,0,1,,,,,,,,,,,,,,
Apertura 2010,2,2,Independiente,Argentinos,1,1,,,,,,,,,,,,,,
Apertura 2010,2,3,All Boys,Velez,1,2,,,,,,,,,,,,,,
Apertura 2010,2,4,Boca Juniors,Racing Club,1,2,,,,,,,,,,,,,,
Apertura 2010,2,5,San Lorenzo,Godoy Cruz,2,2,,,,,,,,,,,,,,
Apertura 2010,2,6,Olimpo,Gimnasia (LP),1,0,,,,,,,,,,,,,,
Apertura 2010,2,7,Colon,Banfield,0,1,,,,,,,,,,,,,,
Apertura 2010,2,8,Estudiantes (LP),Quilmes,2,0,,,,,,,,,,,,,,
Apertura 2010,2,9,Lanus,Newells,1,1,,,,,,,,,,,,,,
Apertura 2010,2,10,Tigre,Arsenal,1,2,,,,,,,,,,,,,,
Apertura 2010,3,1,Godoy Cruz,Olimpo,1,0,,,,,,,,,,,,,,
Apertura 2010,3,2,Racing Club,San Lorenzo,1,2,,,,,,,,,,,,,,
Apertura 2010,3,3,All Boys,Boca Juniors,2,0,,,,,,,,,,,,,,
Apertura 2010,3,4,River Plate,Independiente,3,2,,,,,,,,,,,,,,
Apertura 2010,3,5,Velez,Argentinos,2,0,,,,,,,,,,,,,,
Apertura 2010,3,6,Arsenal,Huracan,2,0,,,,,,,,,,,,,,
Apertura 2010,3,7,Newells,Tigre,2,0,,,,,,,,,,,,,,
Apertura 2010,3,8,Quilmes,Lanus,1,1,,,,,,,,,,,,,,
Apertura 2010,3,9,Banfield,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Apertura 2010,3,10,Gimnasia (LP),Colon,0,0,,,,,,,,,,,,,,
Apertura 2010,4,1,Huracan,Newells,1,1,,,,,,,,,,,,,,
Apertura 2010,4,2,Independiente,Arsenal,1,2,,,,,,,,,,,,,,
Apertura 2010,4,3,Argentinos,River Plate,0,0,,,,,,,,,,,,,,
Apertura 2010,4,4,Boca Juniors,Velez,2,1,,,,,,,,,,,,,,
Apertura 2010,4,5,San Lorenzo,All Boys,3,1,,,,,,,,,,,,,,
Apertura 2010,4,6,Olimpo,Racing Club,1,0,,,,,,,,,,,,,,
Apertura 2010,4,7,Colon,Godoy Cruz,1,3,,,,,,,,,,,,,,
Apertura 2010,4,8,Estudiantes (LP),Gimnasia (LP),2,0,,,,,,,,,,,,,,
Apertura 2010,4,9,Lanus,Banfield,0,0,,,,,,,,,,,,,,
Apertura 2010,4,10,Tigre,Quilmes,3,0,,,,,,,,,,,,,,
Apertura 2010,5,1,Godoy Cruz,Estudiantes (LP),1,2,,,,,,,,,,,,,,
Apertura 2010,5,2,Racing Club,Colon,1,2,,,,,,,,,,,,,,
Apertura 2010,5,3,All Boys,Olimpo,1,0,,,,,,,,,,,,,,
Apertura 2010,5,4,Boca Juniors,San Lorenzo,1,2,,,,,,,,,,,,,,
Apertura 2010,5,5,Velez,River Plate,2,1,,,,,,,,,,,,,,
Apertura 2010,5,6,Arsenal,Argentinos,1,0,,,,,,,,,,,,,,
Apertura 2010,5,7,Newells,Independiente,1,1,,,,,,,,,,,,,,
Apertura 2010,5,8,Quilmes,Huracan,1,2,,,,,,,,,,,,,,
Apertura 2010,5,9,Banfield,Tigre,1,1,,,,,,,,,,,,,,
Apertura 2010,5,10,Gimnasia (LP),Lanus,0,2,,,,,,,,,,,,,,
Apertura 2010,6,1,Huracan,Banfield,2,2,,,,,,,,,,,,,,
Apertura 2010,6,2,Independiente,Quilmes,0,0,,,,,,,,,,,,,,
Apertura 2010,6,3,Argentinos,Newells,1,2,,,,,,,,,,,,,,
Apertura 2010,6,4,River Plate,Arsenal,1,0,,,,,,,,,,,,,,
Apertura 2010,6,5,San Lorenzo,Velez,0,0,,,,,,,,,,,,,,
Apertura 2010,6,6,Olimpo,Boca Juniors,1,3,,,,,,,,,,,,,,
Apertura 2010,6,7,Colon,All Boys,1,1,,,,,,,,,,,,,,
Apertura 2010,6,8,Estudiantes (LP),Racing Club,2,0,,,,,,,,,,,,,,
Apertura 2010,6,9,Lanus,Godoy Cruz,1,4,,,,,,,,,,,,,,
Apertura 2010,6,10,Tigre,Gimnasia (LP),2,0,,,,,,,,,,,,,,
Apertura 2010,7,1,Godoy Cruz,Tigre,1,2,,,,,,,,,,,,,,
Apertura 2010,7,2,Racing Club,Lanus,4,0,,,,,,,,,,,,,,
Apertura 2010,7,3,All Boys,Estudiantes (LP),2,1,,,,,,,,,,,,,,
Apertura 2010,7,4,Boca Juniors,Colon,3,1,,,,,,,,,,,,,,
Apertura 2010,7,5,San Lorenzo,Olimpo,3,1,,,,,,,,,,,,,,
Apertura 2010,7,6,Arsenal,Velez,0,0,,,,,,,,,,,,,,
Apertura 2010,7,7,Newells,River Plate,1,0,,,,,,,,,,,,,,
Apertura 2010,7,8,Quilmes,Argentinos,2,2,,,,,,,,,,,,,,
Apertura 2010,7,9,Banfield,Independiente,4,0,,,,,,,,,,,,,,
Apertura 2010,7,10,Gimnasia (LP),Huracan,3,0,,,,,,,,,,,,,,
Apertura 2010,8,1,Huracan,Godoy Cruz,1,1,,,,,,,,,,,,,,
Apertura 2010,8,2,Independiente,Gimnasia (LP),1,0,,,,,,,,,,,,,,
Apertura 2010,8,3,Argentinos,Banfield,1,0,,,,,,,,,,,,,,
Apertura 2010,8,4,River Plate,Quilmes,1,1,,,,,,,,,,,,,,
Apertura 2010,8,5,Velez,Olimpo,3,0,,,,,,,,,,,,,,
Apertura 2010,8,6,Arsenal,Newells,0,0,,,,,,,,,,,,,,
Apertura 2010,8,7,Colon,San Lorenzo,2,0,,,,,,,,,,,,,,
Apertura 2010,8,8,Estudiantes (LP),Boca Juniors,1,0,,,,,,,,,,,,,,
Apertura 2010,8,9,Lanus,All Boys,1,0,,,,,,,,,,,,,,
Apertura 2010,8,10,Tigre,Racing Club,0,0,,,,,,,,,,,,,,
Apertura 2010,9,1,Godoy Cruz,Independiente,4,1,,,,,,,,,,,,,,
Apertura 2010,9,2,Racing Club,Huracan,3,0,,,,,,,,,,,,,,
Apertura 2010,9,3,All Boys,Tigre,3,3,,,,,,,,,,,,,,
Apertura 2010,9,4,Boca Juniors,Lanus,1,2,,,,,,,,,,,,,,
Apertura 2010,9,5,San Lorenzo,Estudiantes (LP),0,1,,,,,,,,,,,,,,
Apertura 2010,9,6,Olimpo,Colon,2,3,,,,,,,,,,,,,,
Apertura 2010,9,7,Newells,Velez,2,0,,,,,,,,,,,,,,
Apertura 2010,9,8,Quilmes,Arsenal,0,1,,,,,,,,,,,,,,
Apertura 2010,9,9,Banfield,River Plate,2,2,,,,,,,,,,,,,,
Apertura 2010,9,10,Gimnasia (LP),Argentinos,2,4,,,,,,,,,,,,,,
Apertura 2010,10,1,Huracan,All Boys,1,1,,,,,,,,,,,,,,
Apertura 2010,10,2,Independiente,Racing Club,1,0,,,,,,,,,,,,,,
Apertura 2010,10,3,Argentinos,Godoy Cruz,0,0,,,,,,,,,,,,,,
Apertura 2010,10,4,River Plate,Gimnasia (LP),0,0,,,,,,,,,,,,,,
Apertura 2010,10,5,Velez,Colon,6,0,,,,,,,,,,,,,,
Apertura 2010,10,6,Arsenal,Banfield,1,0,,,,,,,,,,,,,,
Apertura 2010,10,7,Newells,Quilmes,1,1,,,,,,,,,,,,,,
Apertura 2010,10,8,Estudiantes (LP),Olimpo,2,0,,,,,,,,,,,,,,
Apertura 2010,10,9,Lanus,San Lorenzo,2,0,,,,,,,,,,,,,,
Apertura 2010,10,10,Tigre,Boca Juniors,1,2,,,,,,,,,,,,,,
Apertura 2010,11,1,Godoy Cruz,River Plate,2,2,,,,,,,,,,,,,,
Apertura 2010,11,2,Racing Club,Argentinos,2,1,,,,,,,,,,,,,,
Apertura 2010,11,3,All Boys,Independiente,3,1,,,,,,,,,,,,,,
Apertura 2010,11,4,Boca Juniors,Huracan,2,0,,,,,,,,,,,,,,
Apertura 2010,11,5,San Lorenzo,Tigre,2,0,,,,,,,,,,,,,,
Apertura 2010,11,6,Olimpo,Lanus,1,0,,,,,,,,,,,,,,
Apertura 2010,11,7,Colon,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Apertura 2010,11,8,Quilmes,Velez,0,2,,,,,,,,,,,,,,
Apertura 2010,11,9,Banfield,Newells,0,0,,,,,,,,,,,,,,
Apertura 2010,11,10,Gimnasia (LP),Arsenal,2,3,,,,,,,,,,,,,,
Apertura 2010,12,1,Huracan,San Lorenzo,3,0,,,,,,,,,,,,,,
Apertura 2010,12,2,Independiente,Boca Juniors,0,0,,,,,,,,,,,,,,
Apertura 2010,12,3,Argentinos,All Boys,1,0,,,,,,,,,,,,,,
Apertura 2010,12,4,River Plate,Racing Club,1,1,,,,,,,,,,,,,,
Apertura 2010,12,5,Velez,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Apertura 2010,12,6,Arsenal,Godoy Cruz,1,3,,,,,,,,,,,,,,
Apertura 2010,12,7,Newells,Gimnasia (LP),1,0,,,,,,,,,,,,,,
Apertura 2010,12,8,Quilmes,Banfield,0,2,,,,,,,,,,,,,,
Apertura 2010,12,9,Lanus,Colon,1,2,,,,,,,,,,,,,,
Apertura 2010,12,10,Tigre,Olimpo,3,2,,,,,,,,,,,,,,
Apertura 2010,13,1,Godoy Cruz,Newells,0,0,,,,,,,,,,,,,,
Apertura 2010,13,2,Racing Club,Arsenal,2,2,,,,,,,,,,,,,,
Apertura 2010,13,3,All Boys,River Plate,1,0,,,,,,,,,,,,,,
Apertura 2010,13,4,Boca Juniors,Argentinos,0,2,,,,,,,,,,,,,,
Apertura 2010,13,5,San Lorenzo,Independiente,1,1,,,,,,,,,,,,,,
Apertura 2010,13,6,Olimpo,Huracan,4,0,,,,,,,,,,,,,,
Apertura 2010,13,7,Colon,Tigre,1,0,,,,,,,,,,,,,,
Apertura 2010,13,8,Estudiantes (LP),Lanus,3,0,,,,,,,,,,,,,,
Apertura 2010,13,9,Banfield,Velez,2,3,,,,,,,,,,,,,,
Apertura 2010,13,10,Gimnasia (LP),Quilmes,1,0,,,,,,,,,,,,,,
Apertura 2010,14,1,Huracan,Colon,1,2,,,,,,,,,,,,,,
Apertura 2010,14,2,Independiente,Olimpo,1,1,,,,,,,,,,,,,,
Apertura 2010,14,3,Argentinos,San Lorenzo,1,0,,,,,,,,,,,,,,
Apertura 2010,14,4,River Plate,Boca Juniors,1,0,,,,,,,,,,,,,,
Apertura 2010,14,5,Velez,Lanus,1,0,,,,,,,,,,,,,,
Apertura 2010,14,6,Arsenal,All Boys,0,0,,,,,,,,,,,,,,
Apertura 2010,14,7,Newells,Racing Club,0,2,,,,,,,,,,,,,,
Apertura 2010,14,8,Quilmes,Godoy Cruz,2,1,,,,,,,,,,,,,,
Apertura 2010,14,9,Banfield,Gimnasia (LP),0,0,,,,,,,,,,,,,,
Apertura 2010,14,10,Tigre,Estudiantes (LP),2,1,,,,,,,,,,,,,,
Apertura 2010,15,1,Godoy Cruz,Banfield,2,1,,,,,,,,,,,,,,
Apertura 2010,15,2,Racing Club,Quilmes,1,1,,,,,,,,,,,,,,
Apertura 2010,15,3,All Boys,Newells,2,0,,,,,,,,,,,,,,
Apertura 2010,15,4,Boca Juniors,Arsenal,2,1,,,,,,,,,,,,,,
Apertura 2010,15,5,San Lorenzo,River Plate,0,0,,,,,,,,,,,,,,
Apertura 2010,15,6,Olimpo,Argentinos,1,1,,,,,,,,,,,,,,
Apertura 2010,15,7,Colon,Independiente,1,1,,,,,,,,,,,,,,
Apertura 2010,15,8,Estudiantes (LP),Huracan,2,0,,,,,,,,,,,,,,
Apertura 2010,15,9,Lanus,Tigre,2,0,,,,,,,,,,,,,,
Apertura 2010,15,10,Gimnasia (LP),Velez,0,0,,,,,,,,,,,,,,
Apertura 2010,16,1,Huracan,Lanus,1,2,,,,,,,,,,,,,,
Apertura 2010,16,2,Independiente,Estudiantes (LP),1,2,,,,,,,,,,,,,,
Apertura 2010,16,3,Argentinos,Colon,3,0,,,,,,,,,,,,,,
Apertura 2010,16,4,River Plate,Olimpo,1,0,,,,,,,,,,,,,,
Apertura 2010,16,5,Velez,Tigre,2,1,,,,,,,,,,,,,,
Apertura 2010,16,6,Arsenal,San Lorenzo,2,1,,,,,,,,,,,,,,
Apertura 2010,16,7,Newells,Boca Juniors,1,0,,,,,,,,,,,,,,
Apertura 2010,16,8,Quilmes,All Boys,2,1,,,,,,,,,,,,,,
Apertura 2010,16,9,Banfield,Racing Club,1,2,,,,,,,,,,,,,,
Apertura 2010,16,10,Gimnasia (LP),Godoy Cruz,1,3,,,,,,,,,,,,,,
Apertura 2010,17,1,Godoy Cruz,Velez,0,4,,,,,,,,,,,,,,
Apertura 2010,17,2,Racing Club,Gimnasia (LP),2,0,,,,,,,,,,,,,,
Apertura 2010,17,3,All Boys,Banfield,2,1,,,,,,,,,,,,,,
Apertura 2010,17,4,Boca Juniors,Quilmes,1,0,,,,,,,,,,,,,,
Apertura 2010,17,5,San Lorenzo,Newells,0,0,,,,,,,,,,,,,,
Apertura 2010,17,6,Olimpo,Arsenal,1,1,,,,,,,,,,,,,,
Apertura 2010,17,7,Colon,River Plate,1,2,,,,,,,,,,,,,,
Apertura 2010,17,8,Estudiantes (LP),Argentinos,3,1,,,,,,,,,,,,,,
Apertura 2010,17,9,Lanus,Independiente,0,0,,,,,,,,,,,,,,
Apertura 2010,17,10,Tigre,Huracan,3,1,,,,,,,,,,,,,,
Apertura 2010,18,1,Godoy Cruz,Racing Club,1,1,,,,,,,,,,,,,,
Apertura 2010,18,2,Independiente,Tigre,0,1,,,,,,,,,,,,,,
Apertura 2010,18,3,Argentinos,Lanus,1,2,,,,,,,,,,,,,,
Apertura 2010,18,4,River Plate,Estudiantes (LP),0,4,,,,,,,,,,,,,,
Apertura 2010,18,5,Velez,Huracan,2,0,,,,,,,,,,,,,,
Apertura 2010,18,6,Arsenal,Colon,2,1,,,,,,,,,,,,,,
Apertura 2010,18,7,Newells,Olimpo,0,1,,,,,,,,,,,,,,
Apertura 2010,18,8,Quilmes,San Lorenzo,1,0,,,,,,,,,,,,,,
Apertura 2010,18,9,Banfield,Boca Juniors,0,0,,,,,,,,,,,,,,
Apertura 2010,18,10,Gimnasia (LP),All Boys,3,1,,,,,,,,,,,,,,
Apertura 2010,19,1,Huracan,Independiente,1,0,,,,,,,,,,,,,,
Apertura 2010,19,2,Racing Club,Velez,0,2,,,,,,,,,,,,,,
Apertura 2010,19,3,All Boys,Godoy Cruz,2,2,,,,,,,,,,,,,,
Apertura 2010,19,4,Boca Juniors,Gimnasia (LP),1,1,,,,,,,,,,,,,,
Apertura 2010,19,5,San Lorenzo,Banfield,2,1,,,,,,,,,,,,,,
Apertura 2010,19,6,Olimpo,Quilmes,0,1,,,,,,,,,,,,,,
Apertura 2010,19,7,Colon,Newells,1,0,,,,,,,,,,,,,,
Apertura 2010,19,8,Estudiantes (LP),Arsenal,2,0,,,,,,,,,,,,,,
Apertura 2010,19,9,Lanus,River Plate,1,4,,,,,,,,,,,,,,
Apertura 2010,19,10,Tigre,Argentinos,1,1,,,,,,,,,,,,,,
Clausura 2011,1,1,Boca Juniors,Godoy Cruz,1,4,,,,,,,,,,,,,,
Clausura 2011,1,2,All Boys,Racing Club,0,1,,,,,,,,,,,,,,
Clausura 2011,1,3,Huracan,Argentinos,1,1,,,,,,,,,,,,,,
Clausura 2011,1,4,Tigre,River Plate,0,0,,,,,,,,,,,,,,
Clausura 2011,1,5,Independiente,Velez,2,2,,,,,,,,,,,,,,
Clausura 2011,1,6,Lanus,Arsenal,3,1,,,,,,,,,,,,,,
Clausura 2011,1,7,Estudiantes (LP),Newells,2,1,,,,,,,,,,,,,,
Clausura 2011,1,8,Colon,Quilmes,2,0,,,,,,,,,,,,,,
Clausura 2011,1,9,Olimpo,Banfield,2,1,,,,,,,,,,,,,,
Clausura 2011,1,10,San Lorenzo,Gimnasia (LP),1,1,,,,,,,,,,,,,,
Clausura 2011,2,1,River Plate,Huracan,2,0,,,,,,,,,,,,,,
Clausura 2011,2,2,Argentinos,Independiente,0,0,,,,,,,,,,,,,,
Clausura 2011,2,3,Velez,All Boys,1,2,,,,,,,,,,,,,,
Clausura 2011,2,4,Racing Club,Boca Juniors,0,1,,,,,,,,,,,,,,
Clausura 2011,2,5,Godoy Cruz,San Lorenzo,0,2,,,,,,,,,,,,,,
Clausura 2011,2,6,Gimnasia (LP),Olimpo,1,3,,,,,,,,,,,,,,
Clausura 2011,2,7,Banfield,Colon,1,1,,,,,,,,,,,,,,
Clausura 2011,2,8,Quilmes,Estudiantes (LP),0,1,,,,,,,,,,,,,,
Clausura 2011,2,9,Newells,Lanus,2,1,,,,,,,,,,,,,,
Clausura 2011,2,10,Arsenal,Tigre,2,0,,,,,,,,,,,,,,
Clausura 2011,3,1,Olimpo,Godoy Cruz,3,3,,,,,,,,,,,,,,
Clausura 2011,3,2,San Lorenzo,Racing Club,1,2,,,,,,,,,,,,,,
Clausura 2011,3,3,Boca Juniors,All Boys,0,0,,,,,,,,,,,,,,
Clausura 2011,3,4,Independiente,River Plate,0,1,,,,,,,,,,,,,,
Clausura 2011,3,5,Argentinos,Velez,1,1,,,,,,,,,,,,,,
Clausura 2011,3,6,Huracan,Arsenal,1,1,,,,,,,,,,,,,,
Clausura 2011,3,7,Tigre,Newells,1,0,,,,,,,,,,,,,,
Clausura 2011,3,8,Lanus,Quilmes,2,1,,,,,,,,,,,,,,
Clausura 2011,3,9,Estudiantes (LP),Banfield,0,1,,,,,,,,,,,,,,
Clausura 2011,3,10,Colon,Gimnasia (LP),1,3,,,,,,,,,,,,,,
Clausura 2011,4,1,Newells,Huracan,3,3,,,,,,,,,,,,,,
Clausura 2011,4,2,Arsenal,Independiente,3,0,,,,,,,,,,,,,,
Clausura 2011,4,3,River Plate,Argentinos,0,0,,,,,,,,,,,,,,
Clausura 2011,4,4,Velez,Boca Juniors,1,0,,,,,,,,,,,,,,
Clausura 2011,4,5,All Boys,San Lorenzo,0,3,,,,,,,,,,,,,,
Clausura 2011,4,6,Racing Club,Olimpo,4,3,,,,,,,,,,,,,,
Clausura 2011,4,7,Godoy Cruz,Colon,2,3,,,,,,,,,,,,,,
Clausura 2011,4,8,Gimnasia (LP),Estudiantes (LP),0,2,,,,,,,,,,,,,,
Clausura 2011,4,9,Banfield,Lanus,2,1,,,,,,,,,,,,,,
Clausura 2011,4,10,Quilmes,Tigre,1,2,,,,,,,,,,,,,,
Clausura 2011,5,1,Estudiantes (LP),Godoy Cruz,0,1,,,,,,,,,,,,,,
Clausura 2011,5,2,Colon,Racing Club,0,4,,,,,,,,,,,,,,
Clausura 2011,5,3,Olimpo,All Boys,1,0,,,,,,,,,,,,,,
Clausura 2011,5,4,San Lorenzo,Boca Juniors,1,0,,,,,,,,,,,,,,
Clausura 2011,5,5,River Plate,Velez,1,2,,,,,,,,,,,,,,
Clausura 2011,5,6,Argentinos,Arsenal,1,0,,,,,,,,,,,,,,
Clausura 2011,5,7,Independiente,Newells,4,0,,,,,,,,,,,,,,
Clausura 2011,5,8,Huracan,Quilmes,2,1,,,,,,,,,,,,,,
Clausura 2011,5,9,Tigre,Banfield,1,2,,,,,,,,,,,,,,
Clausura 2011,5,10,Lanus,Gimnasia (LP),0,0,,,,,,,,,,,,,,
Clausura 2011,6,1,Banfield,Huracan,2,2,,,,,,,,,,,,,,
Clausura 2011,6,2,Quilmes,Independiente,1,1,,,,,,,,,,,,,,
Clausura 2011,6,3,Newells,Argentinos,0,2,,,,,,,,,,,,,,
Clausura 2011,6,4,Arsenal,River Plate,1,1,,,,,,,,,,,,,,
Clausura 2011,6,5,Velez,San Lorenzo,2,0,,,,,,,,,,,,,,
Clausura 2011,6,6,Boca Juniors,Olimpo,0,2,,,,,,,,,,,,,,
Clausura 2011,6,7,All Boys,Colon,0,2,,,,,,,,,,,,,,
Clausura 2011,6,8,Racing Club,Estudiantes (LP),0,1,,,,,,,,,,,,,,
Clausura 2011,6,9,Godoy Cruz,Lanus,2,0,,,,,,,,,,,,,,
Clausura 2011,6,10,Gimnasia (LP),Tigre,2,1,,,,,,,,,,,,,,
Clausura 2011,7,1,Tigre,Godoy Cruz,2,2,,,,,,,,,,,,,,
Clausura 2011,7,2,Lanus,Racing Club,4,1,,,,,,,,,,,,,,
Clausura 2011,7,3,Estudiantes (LP),All Boys,3,0,,,,,,,,,,,,,,
Clausura 2011,7,4,Colon,Boca Juniors,0,1,,,,,,,,,,,,,,
Clausura 2011,7,5,Olimpo,San Lorenzo,0,1,,,,,,,,,,,,,,
Clausura 2011,7,6,Velez,Arsenal,3,0,,,,,,,,,,,,,,
Clausura 2011,7,7,River Plate,Newells,2,1,,,,,,,,,,,,,,
Clausura 2011,7,8,Argentinos,Quilmes,0,0,,,,,,,,,,,,,,
